candidate_id	value_label	frequency	status	suggested_parent_pato_ids	suggested_parent_pato_labels	quality_contexts	examples	notes
FLOPO_VALUE_fourangled	fourangled	1	needs_manual_parent			stem shape (1)	Euphorbia sp. aff. ammak: fourangled stems	""
FLOPO_VALUE_constricted_at_intervals	constricted at intervals	1	candidate	PATO_0001847	constricted	stem constricted (1)	Euphorbia sp. aff. fractiflexa ae: constricted at intervals	""
FLOPO_VALUE_pale_lilac_pink	pale lilac-pink	1	candidate	PATO_0000954|PATO_0001943	pink|lilac	flower color (1)	Fagonia tristris var. boveana: pale lilac-pink flowers	""
FLOPO_VALUE_flat_almost_re_circular	flat, almost re circular	1	candidate	PATO_0000407|PATO_0000411	flat|circular	fruit shape (1)	Farsetia aegyptia: flat, almost re circular, soft-hairy fruits	""
FLOPO_VALUE_rolled	rolled	1	needs_manual_parent			petal shape (1)	Farsetia aegyptia: rolled petals	""
FLOPO_VALUE_white_rosy_lilac	white rosy-lilac	1	candidate	PATO_0001943|PATO_0000323|PATO_0001425|PATO_0000954|PATO_0000322	lilac|white|rosy|pink|red	flower color (1)	Farsetia burtonae: white rosy-lilac flowers	""
FLOPO_VALUE_bluegreen	bluegreen	1	needs_manual_parent			leaf color (1)	Ferula rutbaensis: deeply dissected bluegreen slightly downy leaves	""
FLOPO_VALUE_green_flushed_red	green flushed red	1	candidate	PATO_0000320|PATO_0000322	green|red	fruit color (1)	Ficus populifolia: green flushed red	""
FLOPO_VALUE_10_cm	10 cm	1	parser_or_measurement_review			stem length (1)	Gagea reticulata ae: on stems 10 cm long	""
FLOPO_VALUE_pinkish_green	pinkish green	1	candidate	PATO_0000954|PATO_0000320	pink|green	flower color (1)	Galium aparinoides: pinkish green flowers	""
FLOPO_VALUE_reddish_brown	reddish-brown	1	candidate	PATO_0000322|PATO_0000952	red|brown	flower color (1)	Glossonema edule: reddish-brown flowers	""
FLOPO_VALUE_pale_creamy_white	pale creamy-white	1	candidate	PATO_0000323|PATO_0000324	white|yellow	flower color (1)	Gossypium hirsutum: pale creamy-white flowers	""
FLOPO_VALUE_small_round_dentate	small round dentate	1	candidate	PATO_0000587|PATO_0000411|PATO_0001205	decreased size|circular|dentated	leaf shape (1)	Grewia tenax: small round dentate leaves	""
FLOPO_VALUE_white_flushed_with_pale_lilac	white flushed with pale lilac	1	candidate	PATO_0000323|PATO_0001943	white|lilac	flower color (1)	Gynandropsis gynandra: white flowers flushed with pale lilac	""
FLOPO_VALUE_lobed_palmate	lobed palmate	1	candidate	PATO_0001979|PATO_0000052	lobed|shape	leaf shape (1)	Gynandropsis gynandra: lobed palmate leaves	""
FLOPO_VALUE_reduced_to_yellow_stamens	reduced to yellow stamens	1	candidate	PATO_0000587|PATO_0000324	decreased size|yellow	flower present in fewer numbers in organism (1)	Halopeplis perfoliata: flowers reduced to yellow stamens	""
FLOPO_VALUE_silver_grey	silver-grey	1	candidate	PATO_0000950	grey	stem color (1)	Haloxylon ammodendron: silver-grey trunk	""
FLOPO_VALUE_papery_yellow	papery yellow	1	candidate	PATO_0000150|PATO_0000324	texture|yellow	flower color (1)	Hedypnois cretica: papery yellow flowers 6 mm wide	""
FLOPO_VALUE_very_brittle	very brittle	1	candidate	PATO_0002477	brittle	stem brittle (1)	Heliotropium rariflorum: very brittle yellowish stems	""
FLOPO_VALUE_dark_crimson_red	dark crimson-red	1	candidate	PATO_0000322	red	flower color (1)	Hibiscus deflersii: dark crimson-red flowers	""
FLOPO_VALUE_long_slender	long slender	1	candidate	PATO_0001154|PATO_0000592	elongated|decreased thickness	fruit shape (1)	Hippocrepis unisiliquosa: long slender pods	""
FLOPO_VALUE_soft_felted	soft felted	1	candidate	PATO_0000387	soft	leaf texture (1)	Hochstettera schimperi: small soft felted leaves	""
FLOPO_VALUE_large_round_winged	large round winged	1	candidate	PATO_0000586|PATO_0000411	increased size|circular	fruit shape (1)	Horwoodia dicksoniae: large round winged fruits	""
FLOPO_VALUE_whitish_lilac	whitish lilac	1	candidate	PATO_0000323|PATO_0001943	white|lilac	flower color (1)	Horwoodia dicksoniae: whitish lilac flowers 1 cm	""
FLOPO_VALUE_faint_smell	faint smell	1	needs_manual_parent			flower odor (1)	Huernia lodarensis: faint smell	""
FLOPO_VALUE_large_toothed	large toothed	1	candidate	PATO_0000586|PATO_0001205	increased size|dentated	calyx size (1)	Hyoscyamus pusillus: cupped in a large toothed calyx	""
FLOPO_VALUE_reddish_brown	reddish brown	1	candidate	PATO_0000322|PATO_0000952	red|brown	fruit color (1)	Hyphaene thebaica: angled reddish brown fruits	""
FLOPO_VALUE_fanlike	fanlike	1	needs_manual_parent			vascular leaf shape (1)	Hyphaene thebaica: untidy fanlike fronds	""
FLOPO_VALUE_long_and_narrow	long and narrow	1	candidate	PATO_0001154|PATO_0000599	elongated|decreased width	leaflet shape (1)	Indigofera linifolia: the centre leaflet long and narrow	""
FLOPO_VALUE_greatly_reduced	greatly reduced	1	candidate	PATO_0000587	decreased size	leaflet size (1)	Indigofera linifolia: the two side ones greatly reduced	""
FLOPO_VALUE_rosy_pink	rosy-pink	1	candidate	PATO_0001425|PATO_0000954|PATO_0000322	rosy|pink|red	flower color (1)	Indigofera schimperi: rosy-pink flowers	""
FLOPO_VALUE_pagoda_like	pagoda-like	1	needs_manual_parent			inflorescence shape (1)	Indigofera sessiliflora: short pagoda-like spikes	""
FLOPO_VALUE_short_pagoda_like	short pagoda-like	1	candidate	PATO_0000569	decreased height	inflorescence shape (1)	Indigofera sessiliflora: short pagoda-like spikes	""
FLOPO_VALUE_darker_centre	darker centre	1	needs_manual_parent			flower color (1)	Ipomoea eriocarpa: with darker centre	""
FLOPO_VALUE_narrow_heart_shaped	narrow heart-shaped	1	candidate	PATO_0000599	decreased width	leaf shape (1)	Ipomoea sinensis ssp. blepharosepala: narrow heart-shaped leaves	""
FLOPO_VALUE_greenish_gold	greenish-gold	1	candidate	PATO_0000320	green	flower color (1)	Iris albicans: flushed with greenish-gold in the throat	""
FLOPO_VALUE_greenish_red	greenish red	1	candidate	PATO_0000320|PATO_0000322	green|red	flower color (1)	Jatropha spinosa: greenish red flowers	""
FLOPO_VALUE_points	points	1	needs_manual_parent			leaf sharp (1)	Juncus rigidus: often with sharp points	""
FLOPO_VALUE_slightly_variable	slightly variable	1	candidate	PATO_0001227	variant	flower color (1)	Kalanchoe alternans: colour slightly variable	""
FLOPO_VALUE_pinkish_red	pinkish red	1	candidate	PATO_0000954|PATO_0000322	pink|red	flower color (1)	Kalanchoe sp. aff. glaucescens: pinkish red flowers	""
FLOPO_VALUE_hastate	hastate	1	needs_manual_parent			leaf shape (1)	Kickxia coralii sp. nov.: large hastate basal leaves	""
FLOPO_VALUE_saggitate	saggitate	1	needs_manual_parent			leaf shape (1)	Kickxia elatine ssp. crinita: lower leaves saggitate	""
FLOPO_VALUE_claw_shaped	claw-shaped	1	needs_manual_parent			fruit shape (1)	Koelpinia linearis: large, curved, separated claw-shaped fruits	""
FLOPO_VALUE_curved_separated_claw_shaped	curved, separated claw-shaped	1	candidate	PATO_0000406	curved	fruit shape (1)	Koelpinia linearis: large, curved, separated claw-shaped fruits	""
FLOPO_VALUE_bright_lilac_and_pink	bright lilac and pink	1	candidate	PATO_0001943|PATO_0000954	lilac|pink	flower color (1)	Lantana viburnoides: bright lilac and pink flowers	""
FLOPO_VALUE_squared	squared	1	needs_manual_parent			stem square (1)	Lathyrus pratensis: squared stems	""
FLOPO_VALUE_narrow_grass_like	narrow grass-like	1	candidate	PATO_0000599	decreased width	leaf shape (1)	Lathyrus pratensis: narrow grass-like leaves	""
FLOPO_VALUE_cottony	cottony	1	candidate	PATO_0000150	texture	pappus texture (1)	Launaea angustifolia: pappus on the seeds very cottony	""
FLOPO_VALUE_blue_or_lilac	blue or lilac	1	candidate	PATO_0000318|PATO_0001943	blue|lilac	flower color (1)	Lavandula stricta: blue or lilac flowers	""
FLOPO_VALUE_flat_circular	flat circular	1	candidate	PATO_0000407|PATO_0000411	flat|circular	fruit shape (1)	Lobularia libyca: flat circular fruits	""
FLOPO_VALUE_tubular_creamy	tubular creamy	1	candidate	PATO_0002299|PATO_0000323|PATO_0000324	tubular|white|yellow	flower color (1)	Lonicera etrusca: tubular creamy flowers	""
FLOPO_VALUE_yellow_or_reddish_orange	yellow or reddish orange	1	candidate	PATO_0000324|PATO_0000322|PATO_0000953	yellow|red|orange	flower color (1)	Lotus corniculatus: yellow or reddish orange flowers	""
FLOPO_VALUE_dense_thicket	dense thicket	1	candidate	PATO_0001164	dense	whole plant mass density (1)	Lycium sp. nov. aff. depressum: forming a dense thicket	""
FLOPO_VALUE_lilac_pink	lilac-pink	1	candidate	PATO_0001943|PATO_0000954	lilac|pink	flower color (1)	Lythrum hyssopifolia: lilac-pink flowers	""
FLOPO_VALUE_several_metres_long	several metres long	1	candidate	PATO_0001154	elongated	stem length (1)	Macrotyloma axillare var. axillare: stems several metres long	""
FLOPO_VALUE_bean_like	bean-like	1	needs_manual_parent			fruit shape (1)	Maerua crassifolia: bean-like fruits	""
FLOPO_VALUE_yellowish_green	yellowish green	1	candidate	PATO_0000324|PATO_0000320	yellow|green	sepal color (1)	Maerua crassifolia: flowers with yellowish green sepals	""
FLOPO_VALUE_white_tinged_with_pink	white tinged with pink	1	candidate	PATO_0000323|PATO_0000954	white|pink	flower color (1)	Malva neglecta: white flowers tinged with pink	""
FLOPO_VALUE_very_pale_pink	very pale pink	1	candidate	PATO_0000954	pink	flower color (1)	Malva parviflora: very pale pink flowers	""
FLOPO_VALUE_red_flushed_pale_yellowish	red flushed pale yellowish	1	candidate	PATO_0000322|PATO_0000324	red|yellow	fruit color (1)	Maytenus heterophylla: red flushed pale yellowish fruits	""
FLOPO_VALUE_slightly_spatulate	slightly spatulate	1	candidate	PATO_0001937	spatulate	leaf shape (1)	Maytenus heterophylla: slightly spatulate leaves	""
FLOPO_VALUE_green_flushed_with_red	green flushed with red	1	candidate	PATO_0000320|PATO_0000322	green|red	fruit color (1)	Maytenus senegalensis: the green fruits flushed with red	""
FLOPO_VALUE_creamy_green	creamy-green	1	candidate	PATO_0000323|PATO_0000324|PATO_0000320	white|yellow|green	flower color (1)	Maytenus undata: creamy-green flowers	""
FLOPO_VALUE_spirally_coiled	spirally coiled	1	candidate	PATO_0000404	coiled	fruit shape (1)	Medicago minima: slightly spirally coiled	""
FLOPO_VALUE_flat_spirally_coiled	flat spirally coiled	1	candidate	PATO_0000407|PATO_0000404	flat|coiled	fruit shape (1)	Medicago polymorpha: flat spirally coiled spiny fruits	""
FLOPO_VALUE_below_ground	below ground	1	needs_manual_parent			fruit position (1)	Merendera abyssinica: The fruit forms below ground	""
FLOPO_VALUE_pale_salmon_pink	pale salmon-pink	1	candidate	PATO_0000954	pink	flower color (1)	Merremia semisagitta: pale salmon-pink flowers	""
FLOPO_VALUE_glaucous	glaucous	1	candidate	PATO_0000014	color	leaf color (1)	Moricandia sinaica: thick brittle glaucous leaves	""
FLOPO_VALUE_thick_brittle	thick brittle	1	candidate	PATO_0000591|PATO_0002477	increased thickness|brittle	leaf texture (1)	Moricandia sinaica: thick brittle glaucous leaves	""
FLOPO_VALUE_small_narrow	small narrow	1	candidate	PATO_0000587|PATO_0000599	decreased size|decreased width	fruit shape (1)	Myosotis ramosissima: small narrow fruits	""
FLOPO_VALUE_bright_sky_blue	bright sky-blue	1	candidate	PATO_0000318	blue	flower color (1)	Myosotis ramosissima: bright sky-blue flowers	""
FLOPO_VALUE_dark_purplish	dark purplish	1	candidate	PATO_0000951	purple	fruit color (1)	Myrtus communis: dark purplish fruits	""
FLOPO_VALUE_dead_white	dead white	1	candidate	PATO_0001422|PATO_0000323	dead|white	flower color (1)	Myrtus communis: dead white flowers	""
FLOPO_VALUE_purple_magenta	purple-magenta	1	candidate	PATO_0000951|PATO_0000321	purple|magenta	flower color (1)	Onopordon heteracanthum: purple-magenta flowers	""
FLOPO_VALUE_blue_and_white	blue and white	1	candidate	PATO_0000318|PATO_0000323	blue|white	flower color (1)	Orobanche mutellii var. angustiflora: blue and white flowers	""
FLOPO_VALUE_white_flushed_with_purplish	white flushed with purplish	1	candidate	PATO_0000323|PATO_0000951	white|purple	flower color (1)	Orobanche mutellii var. angustiflora: flower colour variable, white flushed with purplish	""
FLOPO_VALUE_variable_white_flushed_with_purplish	variable, white flushed with purplish	1	candidate	PATO_0001227|PATO_0000323|PATO_0000951	variant|white|purple	flower color (1)	Orobanche mutellii var. angustiflora: flower colour variable, white flushed with purplish	""
FLOPO_VALUE_slightly_hairy	slightly hairy	1	candidate	PATO_0000454	hairy	flower hairy (1)	Orobanche oxyloba var. oxyloba: flowers slightly hairy	""
FLOPO_VALUE_pyramidic	pyramidic	1	needs_manual_parent			fruit shape (1)	Oxygonum sinuatum: pyramidic fruits	""
FLOPO_VALUE_very_long	very long	1	candidate	PATO_0001154	elongated	bulb length (1)	Pancratium sickenbergeri: very long narrow bulb	""
FLOPO_VALUE_pineapple_like	pineapple-like	1	needs_manual_parent			fruit shape (1)	Pandanus odoratissimus: looks like a pineapple	""
FLOPO_VALUE_like_a_pineapple	like a pineapple	1	needs_manual_parent			fruit shape (1)	Pandanus odoratissimus: looks like a pineapple	""
FLOPO_VALUE_pale_greenish_white	pale greenish-white	1	candidate	PATO_0000323|PATO_0000320	white|green	flower color (1)	Paronychia arabica: pale greenish-white papery flowers	""
FLOPO_VALUE_slender_spidery	slender spidery	1	candidate	PATO_0000592	decreased thickness	bract shape (1)	Pavonia kotschyi: slender spidery bracts	""
FLOPO_VALUE_pale_reddish	pale reddish	1	candidate	PATO_0000322	red	flower color (1)	Pergularia tomentosa: pale reddish flowers	""
FLOPO_VALUE_greyish_heart_shaped	greyish heart-shaped	1	candidate	PATO_0000950	grey	leaf color (1)	Pergularia tomentosa: greyish heart-shaped leaves	""
FLOPO_VALUE_pea_like	pea-like	1	needs_manual_parent			fruit shape (1)	Pisum sativum: small pea-like pods	""
FLOPO_VALUE_bright_deep_blue	bright deep blue	1	candidate	PATO_0000318	blue	flower color (1)	Plectranthus arabicus: bright deep blue flowers	""
FLOPO_VALUE_deep_violet	deep violet	1	candidate	PATO_0001424	violet	flower color (1)	Plectranthus asirensis: deep violet flowers	""
FLOPO_VALUE_fleshy_green	fleshy green	1	candidate	PATO_0002351|PATO_0000320	fleshy|green	flower color (1)	Plicosepalus acaciae: fleshy green flowers	""
FLOPO_VALUE_flattened_oval	flattened oval	1	candidate	PATO_0002254|PATO_0000947	flattened|elliptic	peduncle shape (1)	Polycarpaea spicata: flattened oval peduncle	""
FLOPO_VALUE_pointed_tip	pointed tip	1	candidate	PATO_0002258	pointed	fruit shape (1)	Potamogeton pectinatus: brown fruits with pointed tip	""
FLOPO_VALUE_purple_brown	purple-brown	1	candidate	PATO_0000951|PATO_0000952	purple|brown	fruit color (1)	Prosopis farcta: stout fleshy purple-brown pods	""
FLOPO_VALUE_pale_grey	pale grey	1	candidate	PATO_0000950	grey	stem color (1)	Prosopis juliflora: finely fissured pale grey trunk	""
FLOPO_VALUE_button	button	1	needs_manual_parent			flower shape (1)	Pulicaria crispa: yellow 'button' flowers	""
FLOPO_VALUE_rounded_pointed	rounded pointed	1	candidate	PATO_0000411|PATO_0002258	circular|pointed	leaf shape (1)	Pycnocycla tomentosa: rounded pointed spiny-tipped compound leaves	""
FLOPO_VALUE_compound	compound	1	needs_manual_parent			leaf shape (1)	Pycnocycla tomentosa: rounded pointed spiny-tipped compound leaves	""
FLOPO_VALUE_below_the_involucre	below the involucre	1	needs_manual_parent			stem swollen (1)	Reichardia tingitana var.: the stem is swollen below the involucre	""
FLOPO_VALUE_crumbly	crumbly	1	needs_manual_parent			root texture (1)	Rheum sp aff. vibes: thick fleshy root with dark brown crumbly skin	""
FLOPO_VALUE_shiny_green	shiny green	1	candidate	PATO_0001373|PATO_0000320	glistening|green	fruit color (1)	Rhus retinorrhoea: small, flat, shiny green fruits	""
FLOPO_VALUE_short_flat	short, flat	1	candidate	PATO_0000569|PATO_0000407	decreased height|flat	fruit shape (1)	Rhynchosia sp. aff. schimperi: short, flat pods	""
FLOPO_VALUE_all_around_the_stem	all around the stem	1	needs_manual_parent			flower position (1)	Rhytidocaulon macrolobum: The flowers are borne all around the stem	""
FLOPO_VALUE_dark_pinkish_purple	dark pinkish purple	1	candidate	PATO_0000954|PATO_0000951	pink|purple	flower color (1)	Rubus sanctus: dark pinkish purple flowers	""
FLOPO_VALUE_pale_blue_to_almost_white	pale blue to almost white	1	candidate	PATO_0000318|PATO_0000323	blue|white	flower color (1)	Ruellia sp.: pale blue to almost white flowers	""
FLOPO_VALUE_blue_grey	blue-grey	1	candidate	PATO_0000318|PATO_0000950	blue|grey	leaf color (1)	Salsola imbricata: tiny succulent blue-grey leaves	""
FLOPO_VALUE_yellow_and_blue_green	yellow and blue-green	1	candidate	PATO_0000324|PATO_0000318|PATO_0000320	yellow|blue|green	leaf color (1)	Sansevieria abyssinica: banded and tessellated yellow and blue-green	""
FLOPO_VALUE_banded_and_tessellated	banded and tessellated	1	candidate	PATO_0001946	banded	leaf color pattern (1)	Sansevieria abyssinica: banded and tessellated yellow and blue-green	""
FLOPO_VALUE_fairly_wide	fairly wide	1	candidate	PATO_0000600	increased width	leaf width (1)	Sansevieria abyssinica: fairly wide leaves	""
FLOPO_VALUE_almost_round_flat	almost round flat	1	candidate	PATO_0000411|PATO_0000407	circular|flat	fruit shape (1)	Schouwia purpurea: almost round flat fruits.	""
FLOPO_VALUE_narrow_oval	narrow oval	1	candidate	PATO_0000599|PATO_0000947	decreased width|elliptic	spikelet shape (1)	Scirpus litoralis: narrow oval spikelets	""
FLOPO_VALUE_purplish_red	purplish red	1	candidate	PATO_0000951|PATO_0000322	purple|red	flower color (1)	Scrophularia arguta: purplish red flowers 7 mm wide	""
FLOPO_VALUE_deep_rosy	deep rosy	1	candidate	PATO_0001425|PATO_0000954|PATO_0000322	rosy|pink|red	flower color (1)	Scutellaria peregrina: deep rosy flowers	""
FLOPO_VALUE_almost_round_dentate	almost round dentate	1	candidate	PATO_0000411|PATO_0001205	circular|dentated	leaf shape (1)	Senecio flavus: almost round dentate leaves	""
FLOPO_VALUE_wire_like	wire-like	1	needs_manual_parent			fruit shape (1)	Sesbania sesban: pods long and wire-like	""
FLOPO_VALUE_broadly_oval	broadly oval	1	candidate	PATO_0000947	elliptic	leaf shape (1)	Sida ovata: broadly oval leaves	""
FLOPO_VALUE_brilliant_deep_pink	brilliant deep pink	1	candidate	PATO_0000954	pink	flower color (1)	Silene coniflora: brilliant deep pink four-petalled (freak) flower	""
FLOPO_VALUE_inflated_in_fruit	inflated in fruit	1	candidate	PATO_0002376	inflated	calyx shape (1)	Silene conoidea: calyx becoming inflated in fruit	""
FLOPO_VALUE_white_flushed_with_deep_pink	white flushed with deep pink	1	candidate	PATO_0000323|PATO_0000954	white|pink	flower color (1)	Silene gallica var. quinquevulnera: white flowers 5 mm wide flushed with deep pink	""
FLOPO_VALUE_almost_terete	almost terete	1	candidate	PATO_0000052	shape	leaf shape (1)	Silene linearis: almost terete leaves	""
FLOPO_VALUE_orange_ripe	orange ripe	1	candidate	PATO_0000953	orange	fruit color (1)	Solanum coagulans: orange ripe fruits	""
FLOPO_VALUE_bright_lilac	bright lilac	1	candidate	PATO_0001943	lilac	flower color (1)	Solanum coagulans: bright lilac flowers 1.5 cm wide	""
FLOPO_VALUE_woody	woody	1	needs_manual_parent			fruit texture (1)	Solenostemma oleifolium: pale green woody fruits	""
FLOPO_VALUE_small_cylindrical_succulent	small cylindrical succulent	1	candidate	PATO_0000587|PATO_0001873|PATO_0002351	decreased size|cylindrical|fleshy	leaf shape (1)	Suaeda aegyptiaca: small cylindrical succulent leaves	""
FLOPO_VALUE_pale_pinkish_white	pale pinkish white	1	candidate	PATO_0000954|PATO_0000323	pink|white	flower color (1)	Tamarix aphylla: pale pinkish white flowers	""
FLOPO_VALUE_crimson_tipped	crimson tipped	1	candidate	PATO_0000322	red	petal color (1)	Tapinanthus globiferus: the petals crimson tipped	""
FLOPO_VALUE_silvery_green	silvery-green	1	candidate	PATO_0000950|PATO_0000320	grey|green	leaf color (1)	Tarchonanthus camphoratus: silvery-green leaves	""
FLOPO_VALUE_deep_rosy_red	deep rosy-red	1	candidate	PATO_0000322|PATO_0001425|PATO_0000954	red|rosy|pink	flower color (1)	Tephrosia desertorum: deep rosy-red flowers	""
FLOPO_VALUE_bright_reddish_purple	bright reddish purple	1	candidate	PATO_0000322|PATO_0000951	red|purple	flower color (1)	Tephrosia purpurea: bright reddish purple flowers	""
FLOPO_VALUE_flat_heads	flat heads	1	candidate	PATO_0000407	flat	inflorescence shape (1)	Teucrium polium: in flat heads	""
FLOPO_VALUE_corkscrew	corkscrew	1	needs_manual_parent			fruit shape (1)	Torularia torulosa: slender cylindrical fruits which corkscrew	""
FLOPO_VALUE_sticky	sticky	1	needs_manual_parent			fruit adhesivity (1)	Triumfetta flavescens: making them very 'sticky'	""
FLOPO_VALUE_lower_half_of_the_inflorescence	lower half of the inflorescence	1	needs_manual_parent			flower position (1)	Typha domingensis: the female flowers occur in the lower half of the inflorescence	""
FLOPO_VALUE_lower_half_of_inflorescence	lower half of inflorescence	1	needs_manual_parent			flower position (1)	Typha domingensis: the female flowers occur in the lower half of the inflorescence	""
FLOPO_VALUE_upper	upper	1	needs_manual_parent			flower position (1)	Typha domingensis: the male in the upper	""
FLOPO_VALUE_upper_half_of_the_inflorescence	upper half of the inflorescence	1	needs_manual_parent			flower position (1)	Typha domingensis: the male in the upper	""
FLOPO_VALUE_upper_half_of_inflorescence	upper half of inflorescence	1	needs_manual_parent			flower position (1)	Typha domingensis: the male in the upper	""
FLOPO_VALUE_dense_club_shaped	dense club-shaped	1	candidate	PATO_0001164|PATO_0001883	dense|clavate	inflorescence shape (1)	Typha domingensis: characteristic dense club-shaped spike	""
FLOPO_VALUE_fleshly	fleshly	1	needs_manual_parent			fruit fleshy (1)	Valerianella dufresnia: fleshly largewinged hairy fruits	""
FLOPO_VALUE_sometimes_lobed	sometimes lobed	1	candidate	PATO_0001979	lobed	leaf lobed (1)	Valerianella dufresnia: the leaves sometimes lobed	""
FLOPO_VALUE_gritty	gritty	1	needs_manual_parent			leaf texture (1)	Verbascum schimperianum: thick gritty yellowish leaves	""
FLOPO_VALUE_reddish_purple	reddish purple	1	candidate	PATO_0000322|PATO_0000951	red|purple	flower color (1)	Vicia sativa: reddish purple flowers	""
FLOPO_VALUE_deep_magenta_pink	deep magenta-pink	1	candidate	PATO_0000954|PATO_0000321	pink|magenta	flower color (1)	Vicia sativa var. angustifolia: deep magenta-pink flowers	""
FLOPO_VALUE_rosypurple	rosypurple	1	needs_manual_parent			flower color (1)	Volutaria lippii: deep rosypurple flowers	""
FLOPO_VALUE_deep_rosypurple	deep rosypurple	1	needs_manual_parent			flower color (1)	Volutaria lippii: deep rosypurple flowers	""
FLOPO_VALUE_narrow_pointed	narrow pointed	1	candidate	PATO_0000599|PATO_0002258	decreased width|pointed	leaf shape (1)	Woodfordia fruticosa: narrow pointed leaves	""
FLOPO_VALUE_apricotcoloured	apricotcoloured	1	needs_manual_parent			fruit color (1)	Ziziphus spina-christi var. inermis: apricotcoloured	""
FLOPO_VALUE_apricot_coloured	apricot-coloured	1	needs_manual_parent			fruit color (1)	Ziziphus spina-christi var. inermis: apricotcoloured	""
