word	language	ontology_id	backbone_label	backbone_level	scope	synonym_type	match_kind	evidence	candidate_blocks	flags	corpus_mentions	word_sources	rationale	design_key
brown red	en	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	7	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'brown').	ISCCNBS:L1_002
claret	en	FLOPO:0988013	red (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	15	no_botanical_source_tier_general|single_source_lifted_to_level2	7	corpus	Documented senses fall in ISCC-NBS block(s) 15; lowest covering backbone class is level 2 'red'. PDF p.138 Sense tier used: general (1 sense(s)); all sources give blocks 15 251 259 262. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_002
crimson purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	7	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'crimson').	ISCCNBS:L1_010
dark blackish brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	7	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'blackish brown'.	ISCCNBS:L2_007
dark blackish purple	en	FLOPO:0988243	blackish purple	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	7	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'blackish purple'.	ISCCNBS:L3_230
dark brownish	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	7	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'brownish'.	ISCCNBS:L1_004
deep crimson	en	FLOPO:0988001	red	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|multi_block	7	FLOPO value label|corpus	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'crimson'.	ISCCNBS:L1_002
dull greenish	en	FLOPO:0988006	green	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	7	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'greenish'.	ISCCNBS:L1_008
dull pink	en	FLOPO:0988012	pink (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	7	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pink'.	ISCCNBS:L2_001
dull purplish brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	7	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'purplish brown'.	ISCCNBS:L1_004
gold	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:RIDGWAY_1912	88 94	crosses_level1	7	botanical_terminology|corpus	Lexical equivalent of 'golden'. Documented senses span ISCC-NBS block(s) 88 94 across level-1 categories olive, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. M synonyms: Aurum, Golden, Imperial Stone; PDF p.145 Sense tier used: botanical (1 sense(s)); all sources give blocks 76 82 84 87 88 91 94.	ISCCNBS:L1_005
green yellow	en	PATO:0104013	greenish yellow	2	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			7	corpus	'-ish' variant of the ISCC-NBS name 'greenish yellow' (level 2).	ISCCNBS:L2_012
lime green	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	102 103 106	crosses_level1	7	corpus	Documented senses span ISCC-NBS block(s) 102 103 106 across level-1 categories olive, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.159 Sense tier used: botanical (1 sense(s)); all sources give blocks 102 103 105 106 117.	ISCCNBS:L1_005
pale cinnamon	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	7	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'cinnamon'.	ISCCNBS:L1_004
pale purplish	en	FLOPO:0988008	purple	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	7	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'purplish'.	ISCCNBS:L1_010
pale stramineous	en	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|multi_block	7	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'stramineous'.	ISCCNBS:L1_005
pink red	en	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	7	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'pink').	ISCCNBS:L1_002
pinkish buff	en	PATO:0104054	orange yellow	2	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	7	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'buff' class 'orange yellow' (tending towards 'pinkish').	ISCCNBS:L2_008
primrose yellow	en	PATO:0104013	greenish yellow	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	97 101	multi_block	7	corpus	Lexical equivalent of 'primrose'. Documented senses fall in ISCC-NBS block(s) 97 101; lowest covering backbone class is level 2 'greenish yellow'. PDF p.172 Sense tier used: botanical (2 sense(s)); all sources give blocks 86 87 97 98 101.	ISCCNBS:L2_012
rose red	en	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	7	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'rose').	ISCCNBS:L1_002
silver gray	en	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	7	FLOPO value label|corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'silver').	ISCCNBS:L1_012
slightly reddish	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	7	corpus	Modifier 'slightly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'reddish'.	ISCCNBS:L1_002
slightly yellowish	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	7	corpus	Modifier 'slightly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'yellowish'.	ISCCNBS:L1_005
very pale pink	en	FLOPO:0988012	pink (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	7	FLOPO value label|corpus	Modifier 'very pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pink'.	ISCCNBS:L2_001
violet purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule	7	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'violet').	ISCCNBS:L1_010
whitish pink	en	FLOPO:0988012	pink (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	7	corpus	Modifier 'whitish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pink'.	ISCCNBS:L2_001
brun orange	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	7	corpus	French 'brun orange' read as English 'orange brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'orange').	ISCCNBS:L1_004
chair	fr	FLOPO:0988012	pink (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	5	single_source_lifted_to_level2|translation	7	corpus	French 'chair' read as English 'flesh'. Documented senses fall in ISCC-NBS block(s) 5; lowest covering backbone class is level 2 'pink'. M synonyms: Moonlight, Natural; PDF p.144 Sense tier used: botanical (1 sense(s)); all sources give blocks 5 73 93. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_001
fauve roussâtre	fr	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|translation	7	corpus	French 'fauve roussâtre' read as English 'rufous fulvous'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'fulvous' class 'orange' (tending towards 'rufous').	ISCCNBS:L1_003
gris fauve	fr	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	7	corpus	French 'gris fauve' read as English 'fulvous gray'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'fulvous').	ISCCNBS:L1_012
gris jaune	fr	FLOPO:0988117	yellowish gray	3	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	7	corpus	French 'gris jaune' read as English 'yellowish gray'. Literal ISCC-NBS name 'yellowish gray' (level 3).	ISCCNBS:L3_093
gris marron	fr	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	7	corpus	French 'gris marron' read as English 'chestnut gray'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'chestnut').	ISCCNBS:L1_012
marron jaunâtre	fr	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	7	corpus	French 'marron jaunâtre' read as English 'yellowish chestnut'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'chestnut' class 'reddish brown' (tending towards 'yellowish').	ISCCNBS:L2_005
marron verdâtre	fr	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	7	corpus	French 'marron verdâtre' read as English 'greenish chestnut'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'chestnut' class 'reddish brown' (tending towards 'greenish').	ISCCNBS:L2_005
noir brunâtre	fr	FLOPO:0988090	brownish black	3	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	7	corpus	French 'noir brunâtre' read as English 'brownish black'. Literal ISCC-NBS name 'brownish black' (level 3).	ISCCNBS:L3_065
pourpre violacé	fr	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|translation	7	corpus	French 'pourpre violacé' read as English 'violaceous purple'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'violaceous').	ISCCNBS:L1_010
roux ochracé	fr	FLOPO:0988015	reddish orange	2	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	7	corpus	French 'roux ochracé' read as English 'ochre rufous'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'rufous' class 'reddish orange' (tending towards 'ochre').	ISCCNBS:L2_004
beige	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	89 90	no_botanical_source_tier_general|multi_block	6	PATO label|botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 89 90; lowest covering backbone class is level 2 'yellow'. M synonyms: Ecru, Lint-white; PDF p.124 Sense tier used: general (1 sense(s)); all sources give blocks 60 79 89 90 94.	ISCCNBS:L2_010
black purple	en	FLOPO:0988243	blackish purple	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			6	corpus	'-ish' variant of the ISCC-NBS name 'blackish purple' (level 3).	ISCCNBS:L3_230
brown blackish	en	FLOPO:0988011	black	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'blackish' class 'black' (tending towards 'brown').	ISCCNBS:L1_013
brown olivaceous	en	FLOPO:0988005	olive	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'olivaceous' class 'olive' (tending towards 'brown').	ISCCNBS:L1_006
cream white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'white' class 'white' (tending towards 'cream').	ISCCNBS:L1_011
dark orange	en	FLOPO:0988016	orange (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	6	PATO label|corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange'.	ISCCNBS:L2_006
dark orange brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	6	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange brown'.	ISCCNBS:L1_004
dark purple red	en	PATO:0104159	dark purplish red	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			6	corpus	'-ish' variant of the ISCC-NBS name 'dark purplish red' (level 3).	ISCCNBS:L3_259
darkish green	en	FLOPO:0988023	green (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	6	corpus	Modifier 'darkish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'green'.	ISCCNBS:L2_017
deep purplish	en	FLOPO:0988008	purple	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	6	corpus	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'purplish'.	ISCCNBS:L1_010
dirty yellow	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	6	corpus	Modifier 'dirty' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'yellow'.	ISCCNBS:L2_010
dull gray	en	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	6	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'gray'.	ISCCNBS:L1_012
dull red brown	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	6	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'red brown'.	ISCCNBS:L2_005
fulvescent	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	54 72 74	crosses_level1	6	corpus	Lexical equivalent of 'fulvous'. Documented senses span ISCC-NBS block(s) 54 72 74 across level-1 categories brown, orange, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. no English 'Fulvous' entry; Latin Dade (B) equivalent; PDF p.145 Sense tier used: botanical (1 sense(s)); all sources give blocks 54 72 74.	ISCCNBS:L1_003
glossy black	en	FLOPO:0988011	black	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	6	corpus	Modifier 'glossy' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'black'.	ISCCNBS:L1_013
glossy red	en	FLOPO:0988013	red (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	6	corpus	Modifier 'glossy' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'red'.	ISCCNBS:L2_002
gray buff	en	PATO:0104054	orange yellow	2	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'buff' class 'orange yellow' (tending towards 'gray').	ISCCNBS:L2_008
gray ferruginous	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'ferruginous' class 'orange' (tending towards 'gray').	ISCCNBS:L1_003
greenish orange	en	FLOPO:0988002	orange	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'orange' class 'orange' (tending towards 'greenish').	ISCCNBS:L1_003
khaki	en	FLOPO:0988018	yellowish brown	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	76 77	no_botanical_source_tier_general|multi_block	6	corpus	Documented senses fall in ISCC-NBS block(s) 76 77; lowest covering backbone class is level 2 'yellowish brown'. PDF p.157 Sense tier used: general (1 sense(s)); all sources give blocks 76 77 94.	ISCCNBS:L2_009
leaden gray	en	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'leaden').	ISCCNBS:L1_012
light chestnut	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	modified	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912		degree_modifier|multi_block	6	corpus	Modifier 'light' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'chestnut'.	ISCCNBS:L2_005
maroon brown	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	17 44	crosses_level1	6	corpus	Lexical equivalent of 'maroon'. Documented senses span ISCC-NBS block(s) 17 44 across level-1 categories brown, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.161 Sense tier used: botanical (2 sense(s)); all sources give blocks 14 16 17 20 41 44 46 259.	ISCCNBS:L1_002
medium green	en	FLOPO:0988023	green (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	6	corpus	Modifier 'medium' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'green'.	ISCCNBS:L2_017
pale fulvous	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	6	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'fulvous'.	ISCCNBS:L1_003
pale glaucous green	en	FLOPO:0988006	green	1	NARROW	botanical_colour_name	modified			compound_head_rule|degree_modifier	6	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'glaucous green'.	ISCCNBS:L1_008
pale grayish green	en	PATO:0104007	grayish green	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	6	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'grayish green'.	ISCCNBS:L3_150
pinkish orange	en	FLOPO:0988002	orange	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'orange' class 'orange' (tending towards 'pinkish').	ISCCNBS:L1_003
plum	en	FLOPO:0988028	purple (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	224	no_botanical_source_tier_general|single_source_lifted_to_level2	6	corpus	Documented senses fall in ISCC-NBS block(s) 224; lowest covering backbone class is level 2 'purple'. PDF p.171 Sense tier used: general (1 sense(s)); all sources give blocks 224 225 229 236 238 243 256 260. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_023
rather glaucous	en	FLOPO:0988006	green	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	6	corpus	Modifier 'rather' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'glaucous'.	ISCCNBS:L1_008
rust brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'rust').	ISCCNBS:L1_004
silver	en	FLOPO:0988009	white	1	RELATED	botanical_colour_name	vernacular	EVID:SACCARDO_CHROMOTAXIA	263		6	botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 263; lowest covering backbone class is level 1 'white'. Lustre is not a colour; hue component is white. Sense tier used: botanical (1 sense(s)); all sources give blocks 263.	ISCCNBS:L1_011
silvery green	en	FLOPO:0988006	green	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	6	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'green' class 'green' (tending towards 'silvery').	ISCCNBS:L1_008
slightly pink	en	FLOPO:0988012	pink (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	6	corpus	Modifier 'slightly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pink'.	ISCCNBS:L2_001
very pale brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	6	corpus	Modifier 'very pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brown'.	ISCCNBS:L2_007
bleu pourpre	fr	FLOPO:0988026	purplish blue	2	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	6	corpus	French 'bleu pourpre' read as English 'purplish blue'. Literal ISCC-NBS name 'purplish blue' (level 2).	ISCCNBS:L2_021
bronzé	fr	FLOPO:0988018	yellowish brown	2	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	77	no_botanical_source_tier_general|single_source_lifted_to_level2|translation	6	corpus	French 'bronzé' read as English 'bronze'. Documented senses fall in ISCC-NBS block(s) 77; lowest covering backbone class is level 2 'yellowish brown'. M synonyms: Beeswax, Linoleum Brown, Wax Brown; PDF p.131 Sense tier used: general (1 sense(s)); all sources give blocks 77 95. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_009
brun cannelle	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|translation	6	corpus	French 'brun cannelle' read as English 'cinnamon brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'cinnamon').	ISCCNBS:L1_004
carminé	fr	FLOPO:0988038	vivid red	3	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	11	translation	6	corpus	French 'carminé' read as English 'carmine'. Documented senses fall in ISCC-NBS block(s) 11; lowest covering backbone class is level 3 'vivid red'. PDF p.135 Sense tier used: botanical (2 sense(s)); all sources give blocks 1 2 3 6 11 12 13 15 19 254 255 256 258.	ISCCNBS:L3_011
cerise	fr	FLOPO:0988013	red (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	11	single_source_lifted_to_level2|translation	6	corpus	French 'cerise' read as English 'cherry'. Documented senses fall in ISCC-NBS block(s) 11; lowest covering backbone class is level 2 'red'. PDF p.137 Sense tier used: botanical (1 sense(s)); all sources give blocks 11 12 15 34 255. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_002
citron	fr	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	82 98 99	multi_block|translation	6	corpus	French 'citron' read as English 'lemon'. Documented senses fall in ISCC-NBS block(s) 82 98 99; lowest covering backbone class is level 1 'yellow'. PDF p.158 Sense tier used: botanical (3 sense(s)); all sources give blocks 82 83 84 85 86 87 97 98 99 100.	ISCCNBS:L1_005
fauve ferrugineux	fr	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|translation	6	corpus	French 'fauve ferrugineux' read as English 'ferruginous fulvous'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'fulvous' class 'orange' (tending towards 'ferruginous').	ISCCNBS:L1_003
gris ochracé	fr	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	6	corpus	French 'gris ochracé' read as English 'ochre gray'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'ochre').	ISCCNBS:L1_012
jaune olivâtre	fr	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	6	corpus	French 'jaune olivâtre' read as English 'olivaceous yellow'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'yellow' class 'yellow' (tending towards 'olivaceous').	ISCCNBS:L1_005
marron grisâtre	fr	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	modified	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912		degree_modifier|multi_block|translation	6	corpus	French 'marron grisâtre' read as English 'grayish chestnut'. Modifier 'grayish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'chestnut'.	ISCCNBS:L2_005
pourpre violet	fr	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|translation	6	corpus	French 'pourpre violet' read as English 'violetish purple'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'violetish').	ISCCNBS:L1_010
rouge cerise	fr	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|translation	6	corpus	French 'rouge cerise' read as English 'cherry red'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'cherry').	ISCCNBS:L1_002
