# Colour crosswalk for the extraction pipeline (generated by tools/build_flopo_colour_backbone.py; do not edit).
# canonical_id is the colour FLOPO uses in logical axioms for source_id; rows with eq_axiom=SubClassOf generalise the source and never define an EquivalentTo class.
source_id	source_label	source_status	word_scope	backbone_id	backbone_label	canonical_id	eq_axiom
FLOPO_0988121	vivid greenish yellow	backbone	EXACT	FLOPO_0988121	vivid greenish yellow	FLOPO_0988121	EquivalentTo
FLOPO_0988122	brilliant greenish yellow	backbone	EXACT	FLOPO_0988122	brilliant greenish yellow	FLOPO_0988122	EquivalentTo
FLOPO_0988123	strong greenish yellow	backbone	EXACT	FLOPO_0988123	strong greenish yellow	FLOPO_0988123	EquivalentTo
FLOPO_0988124	deep greenish yellow	backbone	EXACT	FLOPO_0988124	deep greenish yellow	FLOPO_0988124	EquivalentTo
FLOPO_0988125	light greenish yellow	backbone	EXACT	FLOPO_0988125	light greenish yellow	FLOPO_0988125	EquivalentTo
FLOPO_0988126	moderate greenish yellow	backbone	EXACT	FLOPO_0988126	moderate greenish yellow	FLOPO_0988126	EquivalentTo
FLOPO_0988127	dark greenish yellow	backbone	EXACT	FLOPO_0988127	dark greenish yellow	FLOPO_0988127	EquivalentTo
FLOPO_0988128	grayish greenish yellow	backbone	EXACT	FLOPO_0988128	grayish greenish yellow	FLOPO_0988128	EquivalentTo
FLOPO_0988129	light olive	backbone	EXACT	FLOPO_0988129	light olive	FLOPO_0988129	EquivalentTo
FLOPO_0988130	moderate olive	backbone	EXACT	FLOPO_0988130	moderate olive	FLOPO_0988130	EquivalentTo
FLOPO_0988131	dark olive	backbone	EXACT	FLOPO_0988131	dark olive	FLOPO_0988131	EquivalentTo
FLOPO_0988132	light grayish olive	backbone	EXACT	FLOPO_0988132	light grayish olive	FLOPO_0988132	EquivalentTo
FLOPO_0988133	grayish olive	backbone	EXACT	FLOPO_0988133	grayish olive	FLOPO_0988133	EquivalentTo
FLOPO_0988134	dark grayish olive	backbone	EXACT	FLOPO_0988134	dark grayish olive	FLOPO_0988134	EquivalentTo
FLOPO_0988135	light olive gray	backbone	EXACT	FLOPO_0988135	light olive gray	FLOPO_0988135	EquivalentTo
FLOPO_0988136	olive gray	backbone	EXACT	FLOPO_0988136	olive gray	FLOPO_0988136	EquivalentTo
FLOPO_0988137	olive black	backbone	EXACT	FLOPO_0988137	olive black	FLOPO_0988137	EquivalentTo
FLOPO_0988138	vivid yellow green	backbone	EXACT	FLOPO_0988138	vivid yellow green	FLOPO_0988138	EquivalentTo
FLOPO_0988139	brilliant yellow green	backbone	EXACT	FLOPO_0988139	brilliant yellow green	FLOPO_0988139	EquivalentTo
FLOPO_0988140	strong yellow green	backbone	EXACT	FLOPO_0988140	strong yellow green	FLOPO_0988140	EquivalentTo
FLOPO_0988141	deep yellow green	backbone	EXACT	FLOPO_0988141	deep yellow green	FLOPO_0988141	EquivalentTo
FLOPO_0988142	light yellow green	backbone	EXACT	FLOPO_0988142	light yellow green	FLOPO_0988142	EquivalentTo
FLOPO_0988143	moderate yellow green	backbone	EXACT	FLOPO_0988143	moderate yellow green	FLOPO_0988143	EquivalentTo
FLOPO_0988144	pale yellow green	backbone	EXACT	FLOPO_0988144	pale yellow green	FLOPO_0988144	EquivalentTo
FLOPO_0988145	grayish yellow green	backbone	EXACT	FLOPO_0988145	grayish yellow green	FLOPO_0988145	EquivalentTo
FLOPO_0988146	strong olive green	backbone	EXACT	FLOPO_0988146	strong olive green	FLOPO_0988146	EquivalentTo
FLOPO_0988147	deep olive green	backbone	EXACT	FLOPO_0988147	deep olive green	FLOPO_0988147	EquivalentTo
FLOPO_0988148	moderate olive green	backbone	EXACT	FLOPO_0988148	moderate olive green	FLOPO_0988148	EquivalentTo
FLOPO_0988149	dark olive green	backbone	EXACT	FLOPO_0988149	dark olive green	FLOPO_0988149	EquivalentTo
FLOPO_0988150	grayish olive green	backbone	EXACT	FLOPO_0988150	grayish olive green	FLOPO_0988150	EquivalentTo
FLOPO_0988151	dark grayish olive green	backbone	EXACT	FLOPO_0988151	dark grayish olive green	FLOPO_0988151	EquivalentTo
FLOPO_0988152	vivid yellowish green	backbone	EXACT	FLOPO_0988152	vivid yellowish green	FLOPO_0988152	EquivalentTo
FLOPO_0988153	brilliant yellowish green	backbone	EXACT	FLOPO_0988153	brilliant yellowish green	FLOPO_0988153	EquivalentTo
FLOPO_0988154	strong yellowish green	backbone	EXACT	FLOPO_0988154	strong yellowish green	FLOPO_0988154	EquivalentTo
FLOPO_0988155	deep yellowish green	backbone	EXACT	FLOPO_0988155	deep yellowish green	FLOPO_0988155	EquivalentTo
FLOPO_0988156	very deep yellowish green	backbone	EXACT	FLOPO_0988156	very deep yellowish green	FLOPO_0988156	EquivalentTo
FLOPO_0988157	very light yellowish green	backbone	EXACT	FLOPO_0988157	very light yellowish green	FLOPO_0988157	EquivalentTo
FLOPO_0988158	light yellowish green	backbone	EXACT	FLOPO_0988158	light yellowish green	FLOPO_0988158	EquivalentTo
FLOPO_0988159	moderate yellowish green	backbone	EXACT	FLOPO_0988159	moderate yellowish green	FLOPO_0988159	EquivalentTo
FLOPO_0988160	dark yellowish green	backbone	EXACT	FLOPO_0988160	dark yellowish green	FLOPO_0988160	EquivalentTo
FLOPO_0988161	very dark yellowish green	backbone	EXACT	FLOPO_0988161	very dark yellowish green	FLOPO_0988161	EquivalentTo
FLOPO_0988162	vivid green	backbone	EXACT	FLOPO_0988162	vivid green	FLOPO_0988162	EquivalentTo
FLOPO_0988163	brilliant green	backbone	EXACT	FLOPO_0988163	brilliant green	FLOPO_0988163	EquivalentTo
FLOPO_0988164	strong green	backbone	EXACT	FLOPO_0988164	strong green	FLOPO_0988164	EquivalentTo
FLOPO_0988165	very light green	backbone	EXACT	FLOPO_0988165	very light green	FLOPO_0988165	EquivalentTo
FLOPO_0988166	light green	backbone	EXACT	FLOPO_0988166	light green	FLOPO_0988166	EquivalentTo
FLOPO_0988167	moderate green	backbone	EXACT	FLOPO_0988167	moderate green	FLOPO_0988167	EquivalentTo
