# curie_map:
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   FLOPO: http://purl.obolibrary.org/obo/FLOPO_
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
#   sssom: https://w3id.org/sssom/
# mapping_set_id: http://purl.obolibrary.org/obo/flopo/mappings/flopo-colour-backbone.sssom.tsv
# mapping_set_description: Mappings of PATO colour classes and superseded FLOPO colour classes onto the FLOPO ISCC-NBS colour backbone (curator decision 2026-09-18). The predicate follows the OBO scope of the word: EXACT -> skos:exactMatch (skos:closeMatch when the source class is not ISCC-NBS defined), NARROW -> skos:broadMatch, RELATED -> skos:relatedMatch. The 27 reused PATO classes are backbone classes themselves and are not listed.
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: 2026-09-18
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	subject_source	synonym_scope	match_kind	flags	comment
FLOPO:0980382	pale grey	skos:broadMatch	FLOPO:0988010	gray	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'gray'.
FLOPO:0980398	brilliant deep pink	skos:broadMatch	FLOPO:0988032	deep pink	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'brilliant' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'deep pink'.
FLOPO:0980402	orange ripe	skos:relatedMatch	FLOPO:0988002	orange	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'orange' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'orange' (level 1).
FLOPO:0980403	bright lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'lilac'.
FLOPO:0980405	pale pinkish white	skos:broadMatch	PATO:0104059	pinkish white	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pinkish white'.
FLOPO:0980406	crimson tipped	skos:broadMatch	FLOPO:0988001	red	semapv:ManualMappingCuration	0.7	FLOPO value class	NARROW	vernacular	multi_block|label_has_non_colour_material	Label mixes the colour phrase 'crimson' with pattern/position/stage wording; only the colour part is mapped. Documented senses fall in ISCC-NBS block(s) 11 254; lowest covering backbone class is level 1 'red'. PDF p.140 Sense tier used: botanical (2 sense(s)); all sources give blocks 11 12 254 256.
FLOPO:0980409	bright reddish purple	skos:broadMatch	PATO:0104079	reddish purple	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'reddish purple'.
FLOPO:0980416	reddish orange	skos:exactMatch	FLOPO:0988015	reddish orange	semapv:LexicalMatching	0.95	FLOPO value class	EXACT	iscc_literal		Literal ISCC-NBS name 'reddish orange' (level 2).
FLOPO:0980586	cream sensu RHS Colour Chart fifth edition	skos:relatedMatch	FLOPO:0988019	yellow (ISCC-NBS level 2)	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	no_botanical_source_tier_general|single_source_lifted_to_level2|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses fall in ISCC-NBS block(s) 89; lowest covering backbone class is level 2 'yellow'. PDF p.140 Sense tier used: general (1 sense(s)); all sources give blocks 89 90 92. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.
FLOPO:0980587	cream sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988019	yellow (ISCC-NBS level 2)	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	no_botanical_source_tier_general|single_source_lifted_to_level2|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses fall in ISCC-NBS block(s) 89; lowest covering backbone class is level 2 'yellow'. PDF p.140 Sense tier used: general (1 sense(s)); all sources give blocks 89 90 92. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.
FLOPO:0980588	crimson sensu Wilson Horticultural Colour Chart (1938/1940)	skos:broadMatch	FLOPO:0988038	vivid red	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 11 (Wilson H22 (SP 440 concordance)); the source-qualified class is narrower than 'vivid red'.
FLOPO:0980589	crimson sensu Textile Color Card Association of the USA	skos:broadMatch	PATO:0104087	deep purplish red	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 256 (TCCA 65013 (SP 440 concordance)); the source-qualified class is narrower than 'deep purplish red'.
FLOPO:0980590	scarlet sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988001	red	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	crosses_level1|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses span ISCC-NBS block(s) 11 35 across level-1 categories orange, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.180 Sense tier used: botanical (4 sense(s)); all sources give blocks 3 11 12 15 34 35.
FLOPO:0980591	scarlet sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988061	strong reddish orange	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 35 (Ridgway 1912 Scarlet I 5 (SP 440 dictionary R entry)); the source-qualified class is narrower than 'strong reddish orange'.
FLOPO:0980592	scarlet sensu Wilson Horticultural Colour Chart (1938/1940)	skos:broadMatch	FLOPO:0988038	vivid red	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 11 (Wilson H19 (SP 440 concordance)); the source-qualified class is narrower than 'vivid red'.
FLOPO:0980593	lemon yellow sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988004	yellow	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	multi_block|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses fall in ISCC-NBS block(s) 82 98 99; lowest covering backbone class is level 1 'yellow'. PDF p.158 Sense tier used: botanical (3 sense(s)); all sources give blocks 82 83 84 85 86 87 97 98 99 100.
FLOPO:0980594	lemon yellow sensu Ridgway (1912)	skos:broadMatch	PATO:0104013	greenish yellow	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 98 99 (Ridgway 1912 Lemon Yellow IV 23 = Munsell 7.5Y 8.0/10.5 (Hamly 1949) -> block 98 99 (SP 440 charts, on a block boundary)); the source-qualified class is narrower than 'greenish yellow'.
FLOPO:0980595	mahogany red sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988069	moderate reddish brown	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 43 (Ridgway 1912 Mahogany Red II 7k = Munsell 10R 3.5/6.0 (Hamly 1949) -> block 43 (SP 440 charts)); the source-qualified class is narrower than 'moderate reddish brown'.
FLOPO:0980596	salmon colour sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988000	pink	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	crosses_level1|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses span ISCC-NBS block(s) 28 29 31 33 52 53 71 73 89 across level-1 categories orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.179 Sense tier used: botanical (4 sense(s)); all sources give blocks 26 28 29 31 33 37 52 53 71 73 89.
FLOPO:0980597	salmon colour sensu Ridgway (1912)	skos:relatedMatch	FLOPO:0988000	pink	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	crosses_level1|chip_on_block_boundary	Standard chip lies on the boundary of ISCC-NBS blocks 29 52 53 (Ridgway 1912 Salmon Color XIV 9-prime-d = Munsell 5YR 7.5/6.0 (Hamly 1949) -> block 29 52 53 (SP 440 charts, on a block boundary)), which fall in different level-1 categories; related to 'pink'.
FLOPO:0980598	chestnut colour sensu Saccardo (1891)	skos:relatedMatch	PATO:0001287	reddish brown	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	multi_block|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses fall in ISCC-NBS block(s) 43 44 46 47; lowest covering backbone class is level 2 'reddish brown'. M synonyms: Brown Bay, Brownstone, Castaneous, Marone, Marron, Marrone; PDF p.137 Sense tier used: botanical (4 sense(s)); all sources give blocks 43 44 46 47 61.
FLOPO:0980599	chestnut sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988069	moderate reddish brown	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 43 (Ridgway 1912 Chestnut II 9m = Munsell 10R 3.0/5.0 (Hamly 1949) -> block 43 (SP 440 charts)); the source-qualified class is narrower than 'moderate reddish brown'.
FLOPO:0980600	chestnut-brown sensu Ridgway (1912)	skos:broadMatch	PATO:0001287	reddish brown	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 43 46 (Ridgway 1912 Chestnut-Brown XIV 11-prime-m = Munsell 2.5YR 3.4/3.0 (Hamly 1949) -> block 43 46 (SP 440 charts, on a block boundary)); the source-qualified class is narrower than 'reddish brown'.
FLOPO:0980601	chocolate brown sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988072	grayish reddish brown	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses fall in ISCC-NBS block(s) 46; lowest covering backbone class is level 3 'grayish reddish brown'. PDF p.137 Sense tier used: botanical (2 sense(s)); all sources give blocks 19 22 23 41 46 62 64 81 266.
FLOPO:0980602	chocolate sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988072	grayish reddish brown	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 46 (Ridgway 1912 Chocolate XXVIII 7-double-prime-m = Munsell 2.5YR 2.6/2.5 (Hamly 1949) -> block 46 (SP 440 charts)); the source-qualified class is narrower than 'grayish reddish brown'.
FLOPO:0980603	olive-green sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988005	olive	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	level_homonym|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Literal ISCC-NBS name 'olive' (level 1).
FLOPO:0980604	olive sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988021	olive (ISCC-NBS level 2)	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 107 110 (Ridgway 1912 Olive XXX 21-double-prime-m = Munsell 5Y 3.8/3.0 (Hamly 1949) -> block 107 110 (SP 440 charts, on a block boundary)); the source-qualified class is narrower than 'olive'.
FLOPO:0980605	olive-green sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988130	moderate olive	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 107 (Ridgway 1912 Olive-Green IV 23m = Munsell 7.5Y 4.0/3.5 (Hamly 1949) -> block 107 (SP 440 charts)); the source-qualified class is narrower than 'moderate olive'.
FLOPO:0980606	rose colour sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988000	pink	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	crosses_level1|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses span ISCC-NBS block(s) 1 2 3 15 26 27 237 246 247 248 249 254 255 across level-1 categories pink, purple, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. page 177 layout OCR garbled, entry not locatable in txt (read from PDF page 177 image); PDF p.177 Sense tier used: botanical (4 sense(s)); all sources give blocks 1 2 3 4 5 6 12 13 15 19 25 26 27 28 29 30 31 32 37 227 237 246 247 248 249 250 251 254 255 258 262.
FLOPO:0980607	rose color sensu Ridgway (1912)	skos:relatedMatch	FLOPO:0988000	pink	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	crosses_level1|chip_on_block_boundary	Standard chip lies on the boundary of ISCC-NBS blocks 248 254 (Ridgway 1912 Rose Color XII 71b = Munsell 5RP 5.5/14.0 (Hamly 1949) -> block 248 254 (SP 440 charts, on a block boundary)), which fall in different level-1 categories; related to 'pink'.
FLOPO:0980608	rose pink sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988261	light purplish pink	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 249 (Ridgway 1912 Rose Pink XII 71f = Munsell 5RP 8.0/8.0 (Hamly 1949) -> block 249 (SP 440 charts)); the source-qualified class is narrower than 'light purplish pink'.
FLOPO:0980609	straw colour sensu Saccardo (1891)	skos:relatedMatch	FLOPO:0988019	yellow (ISCC-NBS level 2)	semapv:ManualMappingCuration	0.7	FLOPO sensu class	RELATED	vernacular	multi_block|no_chip_concordance	No chip/category-level ISCC-NBS concordance is pinned for this standard; mapped only through the unqualified word. Documented senses fall in ISCC-NBS block(s) 83 86; lowest covering backbone class is level 2 'yellow'. PDF p.183 Sense tier used: botanical (3 sense(s)); all sources give blocks 83 86 87 89.
FLOPO:0980610	straw yellow sensu Ridgway (1912)	skos:broadMatch	FLOPO:0988110	light yellow	semapv:ManualMappingCuration	0.7	FLOPO sensu class	NARROW	vernacular		Standard chip/category lies in ISCC-NBS block(s) 86 (Ridgway 1912 Straw Yellow XVI 21-prime-d = Munsell 6Y 8.4/6.0 (Hamly 1949) -> block 86 (SP 440 charts)); the source-qualified class is narrower than 'light yellow'.
FLOPO:0980091	rosy-lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.5	FLOPO composition	RELATED	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'lilac' class 'purple' (tending towards 'rosy').
FLOPO:0980098	creamy-white	skos:broadMatch	FLOPO:0988009	white	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'white' class 'white' (tending towards 'creamy').
FLOPO:0980108	deep rosy-lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO composition	RELATED	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'rosy lilac'.
FLOPO:0980113	lilac-blue	skos:broadMatch	FLOPO:0988007	blue	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'blue' class 'blue' (tending towards 'lilac').
FLOPO:0980121	pale bluish lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO composition	RELATED	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'bluish lilac'.
FLOPO:0980125	pale pinkish lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO composition	RELATED	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'pinkish lilac'.
FLOPO:0980131	rose-pink	skos:broadMatch	FLOPO:0988000	pink	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'pink' class 'pink' (tending towards 'rose').
FLOPO:0980133	deep lilac-blue	skos:broadMatch	FLOPO:0988007	blue	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'lilac blue'.
FLOPO:0980136	pinkish lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.5	FLOPO composition	RELATED	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'lilac' class 'purple' (tending towards 'pinkish').
FLOPO:0980138	purplish-brown	skos:broadMatch	FLOPO:0988003	brown	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'purplish').
FLOPO:0980139	creamy-yellow	skos:broadMatch	FLOPO:0988004	yellow	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'yellow' class 'yellow' (tending towards 'creamy').
FLOPO:0980141	white flushed pink	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980144	pinkish fawn	skos:broadMatch	FLOPO:0988003	brown	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'fawn' class 'brown' (tending towards 'pinkish').
FLOPO:0980145	white flushed with pink	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980151	deep violet-blue	skos:broadMatch	FLOPO:0988007	blue	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'violet blue'.
FLOPO:0980152	pale blue-lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO composition	RELATED	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'blue lilac'.
FLOPO:0980155	green and grey mottled	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980158	spotted with crimson	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980161	bright magenta-pink	skos:broadMatch	FLOPO:0988000	pink	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'magenta pink'.
FLOPO:0980164	deep rosy-pink	skos:broadMatch	FLOPO:0988000	pink	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	compound_head_rule|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'rosy pink'.
FLOPO:0980165	green and brown	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980175	pale lilac and white	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980177	white flushed with lilac	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980179	pink and red	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980180	banded and tessellated yellow and blue-green	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980182	glaucous blue-green	skos:broadMatch	FLOPO:0988006	green	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'green' class 'green' (tending towards 'glaucous blue').
FLOPO:0980190	fawn	skos:broadMatch	FLOPO:0988003	brown	semapv:ManualMappingCuration	0.7	FLOPO composition	NARROW	vernacular	multi_block	Documented senses fall in ISCC-NBS block(s) 45 57 60; lowest covering backbone class is level 1 'brown'. PDF p.143 Sense tier used: botanical (1 sense(s)); all sources give blocks 29 43 45 57 58 60 61 80.
FLOPO:0980191	glossy orange	skos:broadMatch	FLOPO:0988016	orange (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	degree_modifier|level_homonym	Modifier 'glossy' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange'.
FLOPO:0980192	dying fawn	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980193	green and white	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980194	deep pinkish red	skos:broadMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pinkish red'.
FLOPO:0980198	greenish cream	skos:broadMatch	FLOPO:0988019	yellow (ISCC-NBS level 2)	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'cream' class 'yellow' (tending towards 'greenish').
FLOPO:0980203	apricot-yellow with deep crimson centre	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980205	pale rose-pink	skos:broadMatch	FLOPO:0988000	pink	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'rose pink'.
FLOPO:0980208	deep lilac purple	skos:broadMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	compound_head_rule|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'lilac purple'.
FLOPO:0980209	greenish golden	skos:relatedMatch	FLOPO:0988004	yellow	semapv:CompositeMatching	0.5	FLOPO composition	RELATED	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'golden' class 'yellow' (tending towards 'greenish').
FLOPO:0980216	white, lilac flushed	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980226	pale lilac-blue	skos:broadMatch	FLOPO:0988007	blue	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'lilac blue'.
FLOPO:0980229	deep bright blue to almost white	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980238	flat shallow mahogany-red	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980241	pale greenish-fawn	skos:broadMatch	FLOPO:0988003	brown	semapv:CompositeMatching	0.6	FLOPO composition	NARROW	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'greenish fawn'.
FLOPO:0980243	green-backed with red freckles	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980246	pink and white	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980247	reddish green	skos:broadMatch	FLOPO:0988006	green	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'green' class 'green' (tending towards 'reddish').
FLOPO:0980249	cream freckled with crimson spots	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980250	creamy with palegreen longitudinal lines	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980254	blue-lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.5	FLOPO composition	RELATED	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'lilac' class 'purple' (tending towards 'blue').
FLOPO:0980260	brown and white	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980263	cream flushed with red	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980265	pale bluish-lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO composition	RELATED	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'bluish lilac'.
FLOPO:0980266	pale rose-lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO composition	RELATED	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'rose lilac'.
FLOPO:0980269	creamy-pink	skos:broadMatch	FLOPO:0988000	pink	semapv:CompositeMatching	0.5	FLOPO composition	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'pink' class 'pink' (tending towards 'creamy').
FLOPO:0980270	red flushed green	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980281	white-hairy	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
