signature	po_id	po_label	pato_id	pato_label	label	definition	parent	pair_status	pair_source	assertions	accepted_assertions	taxa	pages	example_1	example_2	decision	reason
EQ|PO_0025073|PATO_0001251	PO_0025073	branch	PATO_0001251	dark grey	branch dark grey	A flora phenotype in which a(n) branch exhibits the quality dark grey.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	18	Searsia retinorrhoea (Steud. ex Oliv.) Moffett (p18): branches usually dark grey		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0001252	PO_0025073	branch	PATO_0001252	light grey	branch light grey	A flora phenotype in which a(n) branch exhibits the quality light grey.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	91	Rhizophora mucronata Poir. (p91): light grey		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0001272	PO_0025073	branch	PATO_0001272	desaturated green	branch desaturated green	A flora phenotype in which a(n) branch exhibits the quality desaturated green.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	190	Senna alexandrina Mill. (p190): pale green branches		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0001284	PO_0025073	branch	PATO_0001284	desaturated red	branch desaturated red	A flora phenotype in which a(n) branch exhibits the quality desaturated red.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	178	Gymnosporia senegalensis (Lam.) Loes. (p178): branches pale red		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0001802	PO_0025073	branch	PATO_0001802	loose	branch loose	A flora phenotype in which a(n) branch exhibits the quality loose.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	289	Abrus bottae Deflers (p289): lax branches		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0001846	PO_0025073	branch	PATO_0001846	tangled	branch tangled	A flora phenotype in which a(n) branch exhibits the quality tangled.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	170	Capparis decidua (Forssk.) Edgew. (p170): branches tangled		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0001989	PO_0025073	branch	PATO_0001989	sinuous	branch sinuous	A flora phenotype in which a(n) branch exhibits the quality sinuous.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	209	Grewia tembensis Fresen. (p209): zigzag		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0002310	PO_0025073	branch	PATO_0002310	robust	branch robust	A flora phenotype in which a(n) branch exhibits the quality robust.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	47	Erica arborea L. (p47): large, sturdy		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0104020	PO_0025073	branch	PATO_0104020	blue green	branch blue green	A flora phenotype in which a(n) branch exhibits the quality blue green.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	133	Deverra tortuosa (Desf.) DC. (p133): bluish-green in colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0104311	PO_0025073	branch	PATO_0104311	purplish red	branch purplish red	A flora phenotype in which a(n) branch exhibits the quality purplish red.	FLOPO_0000100	allowed	curator_review_2026-09-18	1	1	1	59	Vachellia flava (Forssk.) Kyal. & Boatwr. (p59): branches purplish red		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025083|PATO_0000122	PO_0025083	strobilus	PATO_0000122	length	strobilus length	A flora phenotype in which a(n) strobilus exhibits the quality length.	FLOPO_0005201	allowed	curator_review_2026-09-18	1	1	1	43	Juniperus phoenicea L. (p43): 6-14 mm long		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025083|PATO_0000323	PO_0025083	strobilus	PATO_0000323	white	strobilus white	A flora phenotype in which a(n) strobilus exhibits the quality white.	FLOPO_0005201	allowed	curator_review_2026-09-18	1	1	1	284	Ephedra ciliata Fisch. & C.A.Mey. (p284): white		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025083|PATO_0000952	PO_0025083	strobilus	PATO_0000952	brown	strobilus brown	A flora phenotype in which a(n) strobilus exhibits the quality brown.	FLOPO_0005201	allowed	curator_review_2026-09-18	1	1	1	43	Juniperus phoenicea L. (p43): flowers brown in form		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025083|PATO_0000953	PO_0025083	strobilus	PATO_0000953	orange	strobilus orange	A flora phenotype in which a(n) strobilus exhibits the quality orange.	FLOPO_0005201	allowed	curator_review_2026-09-18	1	1	1	184	Ephedra pachyclada Boiss. (p184): cones orange		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025083|PATO_0001354	PO_0025083	strobilus	PATO_0001354	translucent	strobilus translucent	A flora phenotype in which a(n) strobilus exhibits the quality translucent.	FLOPO_0005201	allowed	curator_review_2026-09-18	1	1	1	284	Ephedra ciliata Fisch. & C.A.Mey. (p284): translucent, grape-like		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025083|PATO_0001499	PO_0025083	strobilus	PATO_0001499	spherical	strobilus spherical	A flora phenotype in which a(n) strobilus exhibits the quality spherical.	FLOPO_0005201	allowed	curator_review_2026-09-18	1	1	1	184	Ephedra pachyclada Boiss. (p184): the small cones spherical		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025083|PATO_0002351	PO_0025083	strobilus	PATO_0002351	fleshy	strobilus fleshy	A flora phenotype in which a(n) strobilus exhibits the quality fleshy.	FLOPO_0005201	allowed	curator_review_2026-09-18	1	1	1	284	Ephedra ciliata Fisch. & C.A.Mey. (p284): fruit fleshy		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025169|PATO_0002310	PO_0025169	prickle	PATO_0002310	robust	prickle robust	A flora phenotype in which a(n) prickle exhibits the quality robust.	FLOPO_0001626	allowed	curator_review_2026-09-18	1	0	1	54	Senegalia asak (Forssk.) Kyal. & Boatwr. (p54): strong		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025172|PATO_0001245	PO_0025172	thorn	PATO_0001245	dark brown	thorn dark brown	A flora phenotype in which a(n) thorn exhibits the quality dark brown.	FLOPO_0001761	allowed	curator_review_2026-09-18	1	1	1	56	Senegalia mellifera (Benth.) Seigler & Ebinger (p56): dark brown		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025172|PATO_0002310	PO_0025172	thorn	PATO_0002310	robust	thorn robust	A flora phenotype in which a(n) thorn exhibits the quality robust.	FLOPO_0001761	allowed	curator_review_2026-09-18	1	1	1	56	Senegalia mellifera (Benth.) Seigler & Ebinger (p56): strong		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025172|PATO_0104016	PO_0025172	thorn	PATO_0104016	terete	thorn terete	A flora phenotype in which a(n) thorn exhibits the quality terete.	FLOPO_0001761	allowed	curator_review_2026-09-18	1	1	1	59	Vachellia flava (Forssk.) Kyal. & Boatwr. (p59): thorns round		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025174|PATO_0001419	PO_0025174	spine stipule	PATO_0001419	sharp	spine stipule sharp	A flora phenotype in which a(n) spine stipule exhibits the quality sharp.	PHENO|PO_0025174	allowed	curator_review_2026-09-18	1	1	1	171	Capparis spinosa L. (p171): pairs of small, sharp spines modified from stipules		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025174|PATO_0002149	PO_0025174	spine stipule	PATO_0002149	ivory	spine stipule ivory	A flora phenotype in which a(n) spine stipule exhibits the quality ivory.	PHENO|PO_0025174	allowed	curator_review_2026-09-18	1	1	1	60	Vachellia gerrardii var. najdensis (Chaudhary) Ragup., Seigler, Ebinger & Maslin (p60): ivory-coloured		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025174|PATO_0002180	PO_0025174	spine stipule	PATO_0002180	straight	spine stipule straight	A flora phenotype in which a(n) spine stipule exhibits the quality straight.	PHENO|PO_0025174	allowed	curator_review_2026-09-18	1	1	1	89	Ziziphus nummularia (Burm.f.) Wight & Arn. (p89): straight		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025174|PATO_0002215	PO_0025174	spine stipule	PATO_0002215	falciform	spine stipule falciform	A flora phenotype in which a(n) spine stipule exhibits the quality falciform.	PHENO|PO_0025174	allowed	curator_review_2026-09-18	1	1	1	173	Capparis tomentosa Lam. (p173): stipules bearing a pair of hooked spines		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025248|PATO_0000122	PO_0025248	pseudostem	PATO_0000122	length	pseudostem length	A flora phenotype in which a(n) pseudostem exhibits the quality length.	FLOPO_0003413	allowed	curator_review_2026-09-18	1	1	1	261	Scadoxus multiflorus (Martyn) Raf. (p261): 25–40 cm long		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025355|PATO_0005014	PO_0025355	corm	PATO_0005014	subspherical	corm subspherical	A flora phenotype in which a(n) corm exhibits the quality subspherical.	FLOPO_0002487	allowed	curator_review_2026-09-18	1	1	1	304	Moraea sisyrinchium (L.) Ker Gawl. (p304): subspherical corm		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025600|PATO_0000323	PO_0025600	staminate flower	PATO_0000323	white	staminate flower white	A flora phenotype in which a(n) staminate flower exhibits the quality white.	PHENO|PO_0025600	allowed	curator_review_2026-09-18	1	1	1	82	Pandanus tectorius Parkinson (p82): male flowers yellowish white		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025600|PATO_0001334	PO_0025600	staminate flower	PATO_0001334	diameter	staminate flower diameter	A flora phenotype in which a(n) staminate flower exhibits the quality diameter.	PHENO|PO_0025600	allowed	curator_review_2026-09-18	1	1	1	129	Suaeda monoica Forssk. ex J.F.Gmel. (p129): 3 mm in diameter		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025600|PATO_0001436	PO_0025600	staminate flower	PATO_0001436	sessile (sensu botany)	staminate flower sessile (sensu botany)	A flora phenotype in which a(n) staminate flower exhibits the quality sessile (sensu botany).	PHENO|PO_0025600	allowed	curator_review_2026-09-18	1	1	1	74	Ficus salicifolia Vahl (p74): male flowers sessile		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025600|PATO_0001499	PO_0025600	staminate flower	PATO_0001499	spherical	staminate flower spherical	A flora phenotype in which a(n) staminate flower exhibits the quality spherical.	PHENO|PO_0025600	allowed	curator_review_2026-09-18	1	1	1	129	Suaeda monoica Forssk. ex J.F.Gmel. (p129): the male flowers developing first, globose		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025600|PATO_0001979	PO_0025600	staminate flower	PATO_0001979	lobed	staminate flower lobed	A flora phenotype in which a(n) staminate flower exhibits the quality lobed.	PHENO|PO_0025600	allowed	curator_review_2026-09-18	1	1	1	129	Suaeda monoica Forssk. ex J.F.Gmel. (p129): deeply divided		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030091|PATO_0000386	PO_0030091	capsule fruit	PATO_0000386	hard	capsule fruit hard	A flora phenotype in which a(n) capsule fruit exhibits the quality hard.	PHENO|PO_0030091	allowed	curator_review_2026-09-18	1	1	1	70	Trichilia emetica Vahl (p70): hard		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030091|PATO_0000454	PO_0030091	capsule fruit	PATO_0000454	hairy	capsule fruit hairy	A flora phenotype in which a(n) capsule fruit exhibits the quality hairy.	PHENO|PO_0030091	allowed	curator_review_2026-09-18	1	1	1	69	Dombeya torrida (J.F.Gmel.) Bamps (p69): soft hairs on the fruits		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030091|PATO_0000946	PO_0030091	capsule fruit	PATO_0000946	oblong	capsule fruit oblong	A flora phenotype in which a(n) capsule fruit exhibits the quality oblong.	PHENO|PO_0030091	allowed	curator_review_2026-09-18	1	1	1	206	Woodfordia fruticosa (L.) Kurz (p206): linear-oblong		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030091|PATO_0001424	PO_0030091	capsule fruit	PATO_0001424	violet	capsule fruit violet	A flora phenotype in which a(n) capsule fruit exhibits the quality violet.	PHENO|PO_0030091	allowed	curator_review_2026-09-18	1	1	1	205	Lawsonia inermis L. (p205): violet-green		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030091|PATO_0001891	PO_0030091	capsule fruit	PATO_0001891	ovate	capsule fruit ovate	A flora phenotype in which a(n) capsule fruit exhibits the quality ovate.	PHENO|PO_0030091	allowed	curator_review_2026-09-18	1	1	1	206	Woodfordia fruticosa (L.) Kurz (p206): ovoid		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0000320	PO_0030100	legume fruit	PATO_0000320	green	legume fruit green	A flora phenotype in which a(n) legume fruit exhibits the quality green.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	67	Vachellia tortilis subsp. tortilis (p67): green in colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0000404	PO_0030100	legume fruit	PATO_0000404	coiled	legume fruit coiled	A flora phenotype in which a(n) legume fruit exhibits the quality coiled.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	66	Vachellia tortilis subsp. raddiana (Savi) Kyal. & Boatwr. (p66): spirally coiled		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0000622	PO_0030100	legume fruit	PATO_0000622	erect	legume fruit erect	A flora phenotype in which a(n) legume fruit exhibits the quality erect.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	296	Lotus arabicus Sol. ex L. (p296): erect pods		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0000950	PO_0030100	legume fruit	PATO_0000950	grey	legume fruit grey	A flora phenotype in which a(n) legume fruit exhibits the quality grey.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	62	Vachellia nilotica subsp. indica (Benth.) Kyal. & Boatwr. (p62): grey		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0000951	PO_0030100	legume fruit	PATO_0000951	purple	legume fruit purple	A flora phenotype in which a(n) legume fruit exhibits the quality purple.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	63	Vachellia origena (Hunde) Kyal. & Boatwr. (p63): purple		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0001199	PO_0030100	legume fruit	PATO_0001199	linear	legume fruit linear	A flora phenotype in which a(n) legume fruit exhibits the quality linear.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	198	Teramnus repens subsp. gracilis (Chiov.) Verdc. (p198): linear pods		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0001287	PO_0030100	legume fruit	PATO_0001287	red brown	legume fruit red brown	A flora phenotype in which a(n) legume fruit exhibits the quality red brown.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	61	Vachellia johnwoodii (Boulos) Ragup., Seigler, Ebinger & Maslin (p61): pods reddish brown		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0001365	PO_0030100	legume fruit	PATO_0001365	spiny	legume fruit spiny	A flora phenotype in which a(n) legume fruit exhibits the quality spiny.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	194	Taverniera aegyptiaca Boiss. (p194): pods with scattered spines		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0002165	PO_0030100	legume fruit	PATO_0002165	drooping	legume fruit drooping	A flora phenotype in which a(n) legume fruit exhibits the quality drooping.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	192	Sesbania leptocarpa DC. (p192): pendulous pods		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0002212	PO_0030100	legume fruit	PATO_0002212	slender	legume fruit slender	A flora phenotype in which a(n) legume fruit exhibits the quality slender.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	59	Vachellia flava (Forssk.) Kyal. & Boatwr. (p59): slender		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0002254	PO_0030100	legume fruit	PATO_0002254	flattened	legume fruit flattened	A flora phenotype in which a(n) legume fruit exhibits the quality flattened.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	190	Senna alexandrina Mill. (p190): compressed pods		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0002457	PO_0030100	legume fruit	PATO_0002457	leaf-like	legume fruit leaf-like	A flora phenotype in which a(n) legume fruit exhibits the quality leaf-like.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	191	Senna italica Mill. (p191): resembling leaves		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0104032	PO_0030100	legume fruit	PATO_0104032	coriaceous	legume fruit coriaceous	A flora phenotype in which a(n) legume fruit exhibits the quality coriaceous.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	61	Vachellia johnwoodii (Boulos) Ragup., Seigler, Ebinger & Maslin (p61): leathery in texture		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0104311	PO_0030100	legume fruit	PATO_0104311	purplish red	legume fruit purplish red	A flora phenotype in which a(n) legume fruit exhibits the quality purplish red.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	1	1	1	58	Vachellia etbaica (Schweinf.) Kyal. & Boatwr. (p58): pods purplish red		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030102|PATO_0000327	PO_0030102	nut fruit	PATO_0000327	low brightness	nut fruit low brightness	A flora phenotype in which a(n) nut fruit exhibits the quality low brightness.	FLOPO_0980908	allowed	curator_review_2026-09-18	1	1	1	203	Ocimum forskoelei Benth. (p203): dark nutlet		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030102|PATO_0001499	PO_0030102	nut fruit	PATO_0001499	spherical	nut fruit spherical	A flora phenotype in which a(n) nut fruit exhibits the quality spherical.	FLOPO_0980908	allowed	curator_review_2026-09-18	1	1	1	203	Ocimum forskoelei Benth. (p203): spherical		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030102|PATO_0001540	PO_0030102	nut fruit	PATO_0001540	glutinous	nut fruit glutinous	A flora phenotype in which a(n) nut fruit exhibits the quality glutinous.	FLOPO_0980908	allowed	curator_review_2026-09-18	1	1	1	203	Ocimum forskoelei Benth. (p203): mucilaginous when wet		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030102|PATO_0001891	PO_0030102	nut fruit	PATO_0001891	ovate	nut fruit ovate	A flora phenotype in which a(n) nut fruit exhibits the quality ovate.	FLOPO_0980908	allowed	curator_review_2026-09-18	1	1	1	274	Alkanna orientalis (L.) Boiss. (p274): ovate in shape		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030102|PATO_0001936	PO_0030102	nut fruit	PATO_0001936	obovate	nut fruit obovate	A flora phenotype in which a(n) nut fruit exhibits the quality obovate.	FLOPO_0980908	allowed	curator_review_2026-09-18	1	1	1	305	Otostegia fruticosa (Forssk.) Schweinf. ex Penzig (p305): obovate in shape		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030102|PATO_0002359	PO_0030102	nut fruit	PATO_0002359	broad	nut fruit broad	A flora phenotype in which a(n) nut fruit exhibits the quality broad.	FLOPO_0980908	allowed	curator_review_2026-09-18	1	1	1	201	Lavandula dentata L. (p201): broad		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030103|PATO_0000122	PO_0030103	drupe fruit	PATO_0000122	length	drupe fruit length	A flora phenotype in which a(n) drupe fruit exhibits the quality length.	PHENO|PO_0030103	allowed	curator_review_2026-09-18	1	1	1	307	Tinospora bakis (A.Rich.) Miers (p307): 6 mm long		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030103|PATO_0000317	PO_0030103	drupe fruit	PATO_0000317	black	drupe fruit black	A flora phenotype in which a(n) drupe fruit exhibits the quality black.	PHENO|PO_0030103	allowed	curator_review_2026-09-18	1	1	1	204	Premna resinosa (Hochst.) Schauer (p204): black		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030103|PATO_0000453	PO_0030103	drupe fruit	PATO_0000453	glabrous	drupe fruit glabrous	A flora phenotype in which a(n) drupe fruit exhibits the quality glabrous.	PHENO|PO_0030103	allowed	curator_review_2026-09-18	1	1	1	314	Rubus creticus Tourn. ex L. (p314): glabrous		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030103|PATO_0001373	PO_0030103	drupe fruit	PATO_0001373	glistening	drupe fruit glistening	A flora phenotype in which a(n) drupe fruit exhibits the quality glistening.	PHENO|PO_0030103	allowed	curator_review_2026-09-18	1	1	1	315	Osyris lanceolata Hochst. & Steud. (p315): shiny red		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
